Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,3,17:00,UTC,,1014.1,70,0,51,-35.3,-38.8,,244,1.4,0.7
2017,1,3,18:00,UTC,,1014.4,70,0,51,-35.9,-39.4,,237,2.7,1.5
2017,1,3,19:00,UTC,,1015.1,69,0,51,-36.1,-39.7,,0,0,0
2017,1,3,20:00,UTC,,1015.8,68,0,50,-37,-40.7,,77,1,0.5
2017,1,3,21:00,UTC,,1016.1,70,0,50,-36.5,-40,,246,2.3,1.3
2017,1,3,22:00,UTC,,1017.1,68,0,50,-37.5,-41.2,,0,0,0
2017,1,3,23:00,UTC,,1017.2,68,0,50,-37.8,-41.5,,246,2.5,1.3
2017,1,4,00:00,UTC,,1017.5,68,0,50,-37.7,-41.4,,254,1.5,0.9
2017,1,4,01:00,UTC,,1018,68,0,50,-38.1,-41.9,,0,0,0
2017,1,4,02:00,UTC,,1017.9,68,0,50,-37.9,-41.6,,199,1.1,0.6
2017,1,4,03:00,UTC,,1018.3,67,0,50,-38.4,-42.2,,0,0,0
2017,1,4,04:00,UTC,,1018.5,67,0,50,-38.6,-42.4,,0,0,0
2017,1,4,05:00,UTC,,1018.6,67,0,50,-38.6,-42.5,,0,0,0
2017,1,4,06:00,UTC,,1018.8,68,0,50,-38.1,-41.8,,249,1.2,0.6
2017,1,4,07:00,UTC,,1018.9,69,0,50,-37.4,-41,,97,1.4,1
2017,1,4,08:00,UTC,,1019,74,0,50,-32.4,-35.5,,34,1.2,0.5
2017,1,4,09:00,UTC,,1019.3,77,0,50,-29.2,-31.9,,257,3,1.5
2017,1,4,10:00,UTC,,1019.1,76,0,50,-29.4,-32.2,,188,2.1,1
2017,1,4,11:00,UTC,,1019.3,75,0,49,-30.2,-33.2,,104,2.2,1.1
2017,1,4,12:00,UTC,,1019.1,77,0,50,-29,-31.7,,111,1.8,1
2017,1,4,13:00,UTC,,1018.6,79,0,50,-26.6,-29.2,,0,0,0
2017,1,4,14:00,UTC,,1018.4,78,0,49,-27.2,-29.9,,0,0,0
2017,1,4,15:00,UTC,,1018.6,80,0,50,-26.3,-28.7,,0,0,0
2017,1,4,16:00,UTC,,1018.4,82,0,50,-24.3,-26.5,,253,1.7,0.8
2017,1,4,17:00,UTC,,1018.3,86,0,50,-20.6,-22.3,,175,1.2,0.7
2017,1,4,18:00,UTC,,1018.4,85,0,50,-19.8,-21.6,,194,1.1,0.6
2017,1,4,19:00,UTC,,1018.9,83,0,49,-21,-23.1,,0,0,0
2017,1,4,20:00,UTC,,1019.7,84,0,50,-21.3,-23.3,,260,1.5,0.7
2017,1,4,21:00,UTC,,1020.5,81,0,49,-23.8,-26.1,,261,1.7,0.9
2017,1,4,22:00,UTC,,1021.2,80,0,49,-25.3,-27.8,,251,1.1,0.5
2017,1,4,23:00,UTC,,1021.6,78,0,49,-26.9,-29.5,,201,1.1,0.7
2017,1,5,00:00,UTC,,1022.3,78,0,49,-27.8,-30.4,,95,1.3,0.7
2017,1,5,01:00,UTC,,1023,77,0,49,-28.5,-31.2,,0,0,0
2017,1,5,02:00,UTC,,1023.7,77,0,49,-29,-31.8,,0,0,0
2017,1,5,03:00,UTC,,1024.4,76,0,49,-29.2,-32.1,,105,1.4,0.7
2017,1,5,04:00,UTC,,1025,77,0,49,-29.3,-32.1,,216,1.4,0.8
2017,1,5,05:00,UTC,,1025.3,78,0,49,-28.5,-31.1,,360,1.5,0.7
2017,1,5,06:00,UTC,,1025.8,81,0,49,-26.2,-28.5,,0,0,0
2017,1,5,07:00,UTC,,1026.2,81,0,49,-25.2,-27.4,,238,2.4,1.2
2017,1,5,08:00,UTC,,1026.5,80,0,49,-25.8,-28.3,,0,0,0
2017,1,5,09:00,UTC,,1026.9,80,0,49,-25.6,-28,,92,1.1,0.6
2017,1,5,10:00,UTC,,1027,79,0,48,-26,-28.5,,242,1.2,0.6
2017,1,5,11:00,UTC,,1027.1,83,0,49,-24.6,-26.7,,258,1.9,1
2017,1,5,12:00,UTC,,1027.2,81,0,48,-25.1,-27.4,,252,1.4,0.7
2017,1,5,13:00,UTC,,1027,85,0,49,-22.3,-24.1,,357,2.2,1.1
2017,1,5,14:00,UTC,,1027,85,0,48,-20.7,-22.6,,261,2.6,1.2
2017,1,5,15:00,UTC,,1026.7,86,0,48,-19.7,-21.5,,66,2.8,0.7
2017,1,5,16:00,UTC,,1026.2,88,0,48,-16.7,-18.1,,102,4.3,1.5
2017,1,5,17:00,UTC,,1025.5,87,0,48,-16.7,-18.3,,75,2.3,1
2017,1,5,18:00,UTC,,1025.3,89,0,48,-16.5,-17.9,,326,3.5,1.2
2017,1,5,19:00,UTC,,1024.8,86,0,48,-16.4,-18.2,,104,1.8,0.9
2017,1,5,20:00,UTC,,1024.6,87,0,48,-17,-18.6,,175,3.5,1.1
2017,1,5,21:00,UTC,,1024.4,86,0,48,-16.5,-18.3,,286,4.1,1.4
2017,1,5,22:00,UTC,,1023.1,83,0,48,-16.1,-18.2,,197,5.8,2.7
2017,1,5,23:00,UTC,,1022.3,85,0,48,-15.2,-17.1,,175,5.3,2.3
2017,1,6,00:00,UTC,,1021.9,83,0,48,-13.7,-16,,224,10.8,4.1
2017,1,6,01:00,UTC,,1021,81,0,48,-14.1,-16.7,,220,7.6,3.2
2017,1,6,02:00,UTC,,1020.4,78,0,48,-14.9,-17.9,,216,10,4.3
2017,1,6,03:00,UTC,,1019.3,75,0,48,-14.7,-18.1,,230,10.7,5.1
2017,1,6,04:00,UTC,,1018.9,79,0,48,-17.4,-20.1,,196,7.3,3.6
2017,1,6,05:00,UTC,,1017.6,77,0,48,-16.5,-19.6,,206,9.4,3.8
2017,1,6,06:00,UTC,,1016.8,81,0,48,-15.6,-18.1,,207,8.1,3.9
2017,1,6,07:00,UTC,,1016,82,0,48,-14.7,-17,,221,6.3,3
2017,1,6,08:00,UTC,,1015,83,0,47,-14.1,-16.3,,218,9.1,3.8
2017,1,6,09:00,UTC,,1013.8,84,0,48,-13.3,-15.4,,228,9,4.9
2017,1,6,10:00,UTC,,1012.5,87,0,48,-12.2,-13.9,,215,12.8,4.8
2017,1,6,11:00,UTC,,1011.4,87,0,48,-12.1,-13.9,,208,10.1,5.1
2017,1,6,12:00,UTC,,1009.8,87,0,48,-11.7,-13.4,,223,12.3,7.7
2017,1,6,13:00,UTC,,1008.7,86,0,48,-11.4,-13.3,,219,7.3,3.5
2017,1,6,14:00,UTC,,1007.1,87,0,48,-10.8,-12.5,,230,12.3,7.6
2017,1,6,15:00,UTC,,1005.2,88,0,48,-10.2,-11.8,,229,14.4,9.4
2017,1,6,16:00,UTC,,1004.6,91,0,47,-9.3,-10.4,,227,13.5,8.3
2017,1,6,17:00,UTC,,1003.4,92,0,48,-8.4,-9.6,,208,8.6,4.3
2017,1,6,18:00,UTC,,1001.3,91,0,48,-7.6,-8.9,,221,13.9,9.5
2017,1,6,19:00,UTC,,1000.2,89,0,48,-6.5,-8,,216,7.4,3.4
2017,1,6,20:00,UTC,,998.8,89,0,48,-5.9,-7.3,,207,6.5,2.2
2017,1,6,21:00,UTC,,997.3,86,0,48,-5.3,-7.2,,194,7.3,2.7
2017,1,6,22:00,UTC,,996.1,85,0,48,-5,-7,,219,11,6.8
2017,1,6,23:00,UTC,,994.9,86,0,47,-4.6,-6.6,,221,11,6.7
