Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,8,01:00,UTC,,1022.5,96,,,0.8,0.3,,257,7.8,7.2
2017,1,8,02:00,UTC,,1022.4,97,,,0.8,0.3,,249,7.5,6.7
2017,1,8,03:00,UTC,,1022.8,97,,,0.7,0.3,,256,7.6,6.7
2017,1,8,04:00,UTC,,1022.7,96,,,0.9,0.3,,262,8.2,6.9
2017,1,8,05:00,UTC,,1023,93,,,1.3,0.4,,260,8.9,7.1
2017,1,8,06:00,UTC,,1023,92,,,1.3,0.2,,261,10.5,9.2
2017,1,8,07:00,UTC,,1023.1,92,,,1.2,0,,261,10.2,8.9
2017,1,8,08:00,UTC,,1023.6,89,,,1.4,-0.2,,254,11.2,10.2
2017,1,8,09:00,UTC,,1023.4,92,,,1.5,0.3,,244,9.8,8.8
2017,1,8,10:00,UTC,,1023,90,,,2,0.5,,240,9,8.3
2017,1,8,11:00,UTC,,1022.4,84,,,2.6,0.1,,247,10.1,8.9
2017,1,8,12:00,UTC,,1022.4,86,,,1.9,-0.1,,252,12.2,10.8
2017,1,8,13:00,UTC,,1021.9,89,,,1.8,0.1,,245,12.9,10.9
2017,1,8,14:00,UTC,,1021.5,89,,,2,0.4,,240,13.6,11.7
2017,1,8,15:00,UTC,,1021.1,90,,,1.8,0.4,,237,15.1,13.3
2017,1,8,16:00,UTC,,1020.2,90,,,1.6,0.1,,240,16.3,14
2017,1,8,17:00,UTC,,1019.5,89,,,1.7,0,,232,18,16.1
2017,1,8,18:00,UTC,,1018.6,87,,,1.8,-0.1,,233,17.4,14.9
2017,1,8,19:00,UTC,,1018.5,88,,,1.9,0.1,,237,16.3,14.3
2017,1,8,20:00,UTC,,1018.3,88,,,2.1,0.4,,247,16.4,14.1
2017,1,8,21:00,UTC,,1018.4,89,,,1.8,0.1,,262,16.8,13.8
2017,1,8,22:00,UTC,,1017.9,90,,,1.1,-0.3,,273,10.7,9.4
2017,1,8,23:00,UTC,,1017.6,91,,,1.1,-0.2,,256,11.8,9.2
2017,1,9,00:00,UTC,,1017.4,91,,,1.2,-0.2,,265,10.8,9.3
2017,1,9,01:00,UTC,,1017.5,91,,,0.8,-0.5,,287,11.2,9.2
2017,1,9,02:00,UTC,,1017.7,91,,,0.9,-0.5,,277,10.9,8.4
2017,1,9,03:00,UTC,,1017.4,91,,,1,-0.4,,277,8.4,7.4
2017,1,9,04:00,UTC,,1017,91,,,1.1,-0.2,,264,7.7,6.7
2017,1,9,05:00,UTC,,1017,93,,,1.3,0.3,,246,8.4,7.5
2017,1,9,06:00,UTC,,1017,93,,,1.3,0.3,,244,8.8,7.9
2017,1,9,07:00,UTC,,1017,93,,,1.2,0.2,,238,9.6,8.5
2017,1,9,08:00,UTC,,1016.9,93,,,1.2,0.2,,258,10.7,9.5
2017,1,9,09:00,UTC,,1016.7,94,,,1.2,0.3,,239,9.2,8
2017,1,9,10:00,UTC,,1016.7,94,,,1.1,0.3,,242,9.8,8.2
2017,1,9,11:00,UTC,,1016.1,95,,,1.4,0.7,,232,10.4,8.3
2017,1,9,12:00,UTC,,1015.5,96,,,1.5,0.9,,233,12.1,10.7
2017,1,9,13:00,UTC,,1015.6,96,,,1.7,1.1,,231,11.6,9.7
2017,1,9,14:00,UTC,,1015.6,97,,,1.7,1.3,,242,9,7.3
2017,1,9,15:00,UTC,,1014.8,98,,,1.9,1.6,,230,10.5,9.1
