Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,1,20:00,UTC,1,1002.4,90,0,,-1.2,-2.7,45373,312,7,6.1
2017,1,1,21:00,UTC,3,1002.4,90,0,,-1.8,-3.2,40103,339,5.1,3.7
2017,1,1,22:00,UTC,7,1002.4,91,0,,-2.8,-4.1,47008,7,3.9,3.3
2017,1,1,23:00,UTC,7,1002.3,92,0,,-3.2,-4.4,40901,33,3.5,2.5
2017,1,2,00:00,UTC,8,1002,93,0,,-3.3,-4.4,39679,7,2,1.1
2017,1,2,01:00,UTC,8,1002,94,0,,-3.2,-4.1,41435,331,3.9,2.9
2017,1,2,02:00,UTC,7,1002.2,92,0,,-3.9,-5,46110,13,4.6,3.6
2017,1,2,03:00,UTC,7,1002.1,91,0,,-2.9,-4.2,43932,347,3.9,2.8
2017,1,2,04:00,UTC,7,1001.9,93,0,,-3.4,-4.3,42243,355,3.4,2.7
2017,1,2,05:00,UTC,7,1001.8,90,0,,-3,-4.4,44785,3,3.6,2.9
2017,1,2,06:00,UTC,8,1001.8,93,0,,-2.5,-3.4,27789,353,4.6,3.2
2017,1,2,07:00,UTC,8,1001.8,93,0,,-2.2,-3.2,20174,345,7,4.3
2017,1,2,08:00,UTC,8,1001.9,93,0,,-2.4,-3.4,9783,346,6.7,4.6
2017,1,2,09:00,UTC,8,1002.3,93,0,,-2.5,-3.6,7781,343,5.9,4.4
2017,1,2,10:00,UTC,8,1002.3,92,0,,-2.5,-3.6,9001,345,7.3,4.4
2017,1,2,11:00,UTC,8,1002.5,92,0,,-2.5,-3.7,9112,344,6.6,4.8
2017,1,2,12:00,UTC,8,1002.5,90,0,,-2.6,-4,19605,343,7.4,4.4
2017,1,2,13:00,UTC,8,1002.6,90,0,,-2.4,-3.8,41297,345,6.7,4.4
2017,1,2,14:00,UTC,7,1002.4,90,0,,-2.7,-4.1,42583,342,4.9,3.1
2017,1,2,15:00,UTC,8,1002.5,90,0,,-2.7,-4.1,10011,346,3.9,2.9
2017,1,2,16:00,UTC,7,1002.5,91,0,,-3.1,-4.4,37055,346,4.3,3.1
2017,1,2,17:00,UTC,7,1002.9,87,0,,-2.6,-4.6,50000,342,5.7,4
2017,1,2,18:00,UTC,8,1002.8,87,0,,-2.8,-4.6,49753,347,5.6,3.9
2017,1,2,19:00,UTC,7,1002.8,88,0,,-3.1,-4.8,15021,346,7.3,4.7
2017,1,2,20:00,UTC,7,1002.9,90,0,,-3.3,-4.7,24643,346,6.4,4.2
2017,1,2,21:00,UTC,7,1003.2,91,0,,-3.7,-5,29341,350,7,4.5
2017,1,2,22:00,UTC,7,1003.1,89,0,,-4.2,-5.7,33351,353,6.9,4.4
2017,1,2,23:00,UTC,5,1003.4,92,0,,-5.4,-6.5,39117,357,5.3,3.5
2017,1,3,00:00,UTC,7,1003,92,0,,-5.9,-7,37498,351,5,3.8
2017,1,3,01:00,UTC,2,1002.8,92,0,,-6.3,-7.3,31783,355,4.8,3.6
2017,1,3,02:00,UTC,0,1002.5,93,0,,-7.1,-7.9,28364,7,4,2.8
2017,1,3,03:00,UTC,0,1002.2,94,0,,-7.5,-8.4,27570,356,4.9,3.9
2017,1,3,04:00,UTC,0,1002.2,93,0,,-8.2,-9.2,26979,12,4.5,2.9
2017,1,3,05:00,UTC,7,1001.8,93,0,,-7.7,-8.7,27676,13,4.1,3
2017,1,3,06:00,UTC,1,1001.9,93,0,,-8.7,-9.6,29863,338,2.8,2.4
2017,1,3,07:00,UTC,1,1001.1,92,0,,-8.8,-9.9,31859,5,3.7,3.5
2017,1,3,08:00,UTC,0,1001,92,0,,-9.2,-10.3,28214,22,3,2.6
2017,1,3,09:00,UTC,7,1000.8,93,0,,-8.1,-9.1,22852,48,3.2,2.6
2017,1,3,10:00,UTC,7,1000.1,92,0,,-7.1,-8.2,25783,34,2.9,2.3
2017,1,3,11:00,UTC,7,999.1,90,0,,-6.1,-7.4,41246,67,3.1,1.8
2017,1,3,12:00,UTC,7,998.4,84,0,,-5.6,-7.8,48460,108,6.2,4.4
2017,1,3,13:00,UTC,8,998.5,87,0,,-5.5,-7.3,48202,164,4.7,3.3
2017,1,3,14:00,UTC,7,997.5,86,0,,-5.6,-7.6,46029,106,5.9,4.1
2017,1,3,15:00,UTC,7,997.3,84,0,,-5.5,-7.9,48604,129,6.7,4.8
2017,1,3,16:00,UTC,6,996.7,90,0,,-6.9,-8.2,30763,98,8.5,7.1
2017,1,3,17:00,UTC,7,996.1,93,0,,-6.7,-7.7,29800,111,7.7,6.2
2017,1,3,18:00,UTC,6,995.4,91,0,,-6.4,-7.6,32257,99,8.5,7.3
2017,1,3,19:00,UTC,7,995.2,91,0,,-6.3,-7.6,44341,98,11.3,9.3
2017,1,3,20:00,UTC,7,995.7,89,0,,-6.9,-8.4,43041,91,10.6,9.5
2017,1,3,21:00,UTC,7,996,89,0,,-7,-8.5,39875,97,10.9,9.1
2017,1,3,22:00,UTC,1,996.6,87,0,,-7.2,-9.1,37361,88,10.8,8.9
2017,1,3,23:00,UTC,7,997.2,86,0,,-7.8,-9.7,18964,83,10.5,8.4
2017,1,4,00:00,UTC,8,997.4,84,0,,-8,-10.2,33917,72,9.9,7.3
2017,1,4,01:00,UTC,7,998.2,84,0,,-8.4,-10.7,31164,63,10.6,6.8
2017,1,4,02:00,UTC,5,999,84,0,,-9.3,-11.6,46094,56,9.7,6.6
2017,1,4,03:00,UTC,8,1000.2,84,0,,-9.7,-11.9,50000,64,11.5,7.4
2017,1,4,04:00,UTC,2,1001.1,82,0,,-10,-12.5,50000,70,11.1,7.2
2017,1,4,05:00,UTC,1,1002.4,83,0,,-10.3,-12.7,50000,66,9.2,6.2
2017,1,4,06:00,UTC,0,1003.8,80,0,,-10.9,-13.6,50000,59,10.5,6.8
2017,1,4,07:00,UTC,7,1005.3,80,0,,-11.7,-14.4,50000,54,10.5,7
2017,1,4,08:00,UTC,7,1006.8,80,0,,-12.3,-15.1,50000,49,9.5,6.3
2017,1,4,09:00,UTC,7,1008.6,77,0,,-12.6,-15.9,50000,49,8.7,5.5
2017,1,4,10:00,UTC,6,1010,74,0,,-13,-16.7,50000,49,10.2,6.7
2017,1,4,11:00,UTC,1,1011.1,75,0,,-13.8,-17.3,50000,41,10.4,6.1
2017,1,4,12:00,UTC,0,1012.6,78,0,,-14.7,-17.7,50000,29,9.9,5.3
2017,1,4,13:00,UTC,0,1013.6,76,0,,-15.3,-18.6,50000,30,9.3,6.1
2017,1,4,14:00,UTC,0,1015.2,74,0,,-16.2,-19.7,50000,39,10.5,6.8
2017,1,4,15:00,UTC,0,1016.7,74,0,,-16.3,-19.8,50000,38,9.6,6.2
2017,1,4,16:00,UTC,0,1018,78,0,,-17,-20,50000,27,8.8,5
2017,1,4,17:00,UTC,0,1019.2,76,0,,-17.1,-20.3,50000,25,8.9,5.4
2017,1,4,18:00,UTC,0,1020.2,78,0,,-17.5,-20.3,50000,16,9.1,5.9
2017,1,4,19:00,UTC,0,1021.3,76,0,,-17.1,-20.4,50000,14,8.5,5.8
2017,1,4,20:00,UTC,0,1022.1,74,0,,-16.6,-20.2,50000,38,7.1,4.6
2017,1,4,21:00,UTC,0,1022.7,73,0,,-16,-19.8,50000,25,8.2,4.8
2017,1,4,22:00,UTC,0,1023.8,72,0,,-16.4,-20.2,50000,12,7,4.4
2017,1,4,23:00,UTC,0,1024.4,77,0,,-16.6,-19.7,50000,29,8,4.9
2017,1,5,00:00,UTC,0,1025.6,78,0,,-16.3,-19.2,50000,26,8.5,4.9
2017,1,5,01:00,UTC,0,1026.3,79,0,,-16.9,-19.7,50000,5,7.5,4.4
2017,1,5,02:00,UTC,0,1027,75,0,,-16.7,-20,50000,12,6.5,5
2017,1,5,03:00,UTC,0,1027.6,75,0,,-16.4,-19.8,50000,21,7.1,4.8
2017,1,5,04:00,UTC,0,1028.1,72,0,,-15.8,-19.7,50000,30,7.1,4.5
2017,1,5,05:00,UTC,0,1028.9,73,0,,-15.6,-19.2,50000,32,5.7,3.5
2017,1,5,06:00,UTC,0,1029.8,76,0,,-16.6,-19.8,50000,353,6.1,4.7
2017,1,5,07:00,UTC,1,1030.5,79,0,,-16.5,-19.3,50000,351,5.4,4.7
2017,1,5,08:00,UTC,7,1031.7,71,0,,-15.2,-19.3,50000,16,5.2,3.9
2017,1,5,09:00,UTC,7,1032.4,72,0,,-14.6,-18.6,43191,20,5.2,3.5
2017,1,5,10:00,UTC,7,1032.6,70,0,,-13.9,-18.3,42695,36,4.9,3.6
2017,1,5,11:00,UTC,0,1033,70,0,,-13.4,-17.7,50000,23,4.8,3.7
2017,1,5,12:00,UTC,1,1033.4,74,0,,-13.2,-16.8,42463,16,3.9,3.4
2017,1,5,13:00,UTC,0,1033.8,81,0,,-13.1,-15.7,50000,355,4.2,3.6
2017,1,5,14:00,UTC,0,1034.1,84,0,,-13.3,-15.4,48708,19,4.5,3.9
2017,1,5,15:00,UTC,7,1034.6,84,0,,-12.2,-14.3,3876,23,5.8,4.3
2017,1,5,16:00,UTC,7,1034.9,87,0,,-12.8,-14.6,7269,34,5.3,4.3
2017,1,5,17:00,UTC,3,1034.9,87,0,,-13.1,-14.8,49694,23,6.1,5.1
2017,1,5,18:00,UTC,7,1035.2,87,0,,-13.1,-14.8,29328,28,5.4,4.8
2017,1,5,19:00,UTC,4,1035.3,88,0,,-12.8,-14.4,48418,50,4,3.6
2017,1,5,20:00,UTC,0,1035.7,88,0,,-12.6,-14.2,50000,64,3.4,3
2017,1,5,21:00,UTC,4,1036,87,0,,-12.4,-14.1,50000,69,2.8,2.6
2017,1,5,22:00,UTC,7,1035.9,92,0,,-11.9,-13,10322,107,3.2,2.5
2017,1,5,23:00,UTC,7,1036,91,0,,-10.7,-11.9,9627,142,5.9,4.8
2017,1,6,00:00,UTC,7,1035.9,91,0,,-10.3,-11.5,9034,131,6.1,5
2017,1,6,01:00,UTC,7,1035.9,90,0,,-11.8,-13.1,845,113,6.5,4.7
2017,1,6,02:00,UTC,7,1035.8,89,0,,-12.5,-14,363,101,4.9,4.1
2017,1,6,03:00,UTC,7,1035.3,91,0,,-11,-12.2,1286,126,6.9,5.5
2017,1,6,04:00,UTC,7,1034.9,91,0,,-9.9,-11.1,5655,140,9,8
2017,1,6,05:00,UTC,7,1034.2,90,0,,-10.5,-11.8,15663,130,9.8,8.4
2017,1,6,06:00,UTC,7,1034.1,92,0,,-9.3,-10.4,39338,143,11.5,9.7
2017,1,6,07:00,UTC,7,1033.6,92,0,,-9.1,-10.3,48110,143,12.2,10.5
2017,1,6,08:00,UTC,7,1033.5,92,0,,-8.5,-9.6,36128,148,12.7,11.2
2017,1,6,09:00,UTC,7,1032.8,93,0,,-7.6,-8.5,29935,145,13.6,11.8
2017,1,6,10:00,UTC,7,1032.2,94,0,,-6.5,-7.4,34367,148,14.1,12.1
2017,1,6,11:00,UTC,7,1031.2,94,0,,-6.2,-7.1,25033,146,15,13
2017,1,6,12:00,UTC,6,1030.3,94,0,,-5.7,-6.6,29397,150,14.7,13
2017,1,6,13:00,UTC,7,1029.2,94,0,,-4.9,-5.8,10536,154,16.5,12.9
2017,1,6,14:00,UTC,7,1028.3,88,0,,-3,-4.7,27597,186,17.4,14.5
2017,1,6,15:00,UTC,7,1027.4,85,0,,-2.6,-4.8,41701,183,18.8,15.5
2017,1,6,16:00,UTC,7,1026.7,83,0,,-2.3,-4.7,31442,187,20.5,16.8
2017,1,6,17:00,UTC,7,1025.5,84,0,,-2,-4.4,26543,190,19.8,16.2
2017,1,6,18:00,UTC,8,1024.1,85,0,,-1.7,-3.9,20221,195,21.5,17.3
2017,1,6,19:00,UTC,8,1022.8,89,0,,-1.5,-3.2,12603,189,20.8,16.9
2017,1,6,20:00,UTC,8,1021.3,87,0,,-1,-2.8,9407,194,21,17.4
2017,1,6,21:00,UTC,8,1020,85,0,,-1,-3.2,19150,199,22,18
2017,1,6,22:00,UTC,8,1018.3,85,0,,-0.9,-3.1,18227,198,24,20.1
2017,1,6,23:00,UTC,8,1017.3,85,0,,-0.8,-3,16895,205,22.8,19
2017,1,7,00:00,UTC,8,1016.1,86,0,,-0.8,-2.8,8024,201,23.1,19.3
2017,1,7,01:00,UTC,8,1015.1,86,0,,-0.8,-2.8,9323,203,22.5,19.8
2017,1,7,02:00,UTC,8,1013.5,97,1.8,,-1.3,-1.7,204,201,22.1,18.3
2017,1,7,03:00,UTC,7,1013.3,98,1.4,,-1.3,-1.6,319,206,21.5,17.1
2017,1,7,04:00,UTC,8,1012.7,98,1,,-1.1,-1.4,538,207,19.1,15.9
2017,1,7,05:00,UTC,8,1012.1,98,0.7,,-0.7,-0.9,779,208,16,13.4
2017,1,7,06:00,UTC,8,1012,99,0,,-0.2,-0.4,14060,217,13,10.5
2017,1,7,07:00,UTC,8,1012.1,99,0,,0.2,0,13485,229,10.5,9
2017,1,7,08:00,UTC,4,1012.4,98,0,,0,-0.2,14999,239,7.3,6.6
2017,1,7,09:00,UTC,0,1012.7,98,0,,-0.1,-0.3,11072,234,5.8,5
2017,1,7,10:00,UTC,0,1012.8,95,0,,0.6,-0.1,18680,296,12.5,8.6
2017,1,7,11:00,UTC,0,1013.3,92,0,,1,-0.1,28318,278,11.7,10.2
2017,1,7,12:00,UTC,0,1013.6,93,0,,1.1,0.1,26494,284,10.7,8.7
2017,1,7,13:00,UTC,0,1013.7,89,0,,1.4,-0.3,29052,292,14.6,13.1
2017,1,7,14:00,UTC,1,1014.8,88,0,,1.3,-0.4,32765,282,12.6,10.5
2017,1,7,15:00,UTC,7,1015.5,89,0,,1.1,-0.5,32108,284,10.9,9.5
2017,1,7,16:00,UTC,0,1016.2,90,0,,0.7,-0.7,24488,296,7.3,6.2
2017,1,7,17:00,UTC,0,1016.3,90,0,,0.7,-0.8,20077,309,8.4,7.6
2017,1,7,18:00,UTC,0,1016.8,88,0,,0.9,-0.8,37016,315,10.8,8.8
2017,1,7,19:00,UTC,0,1017.4,90,0,,0.5,-1,18658,316,6.7,5.9
2017,1,7,20:00,UTC,0,1017.9,93,0,,-0.1,-1,25885,324,6.8,5.3
2017,1,7,21:00,UTC,0,1018.9,94,0,,-0.6,-1.5,18682,122,1.2,0.8
2017,1,7,22:00,UTC,0,1018.7,95,0,,-0.9,-1.5,25840,325,4.7,3.5
2017,1,7,23:00,UTC,3,1019,93,0,,-0.4,-1.4,19497,238,3.7,2.5
2017,1,8,00:00,UTC,0,1019.2,94,0,,-1.1,-2,13984,200,4.4,4
2017,1,8,01:00,UTC,3,1019.5,96,0,,-0.6,-1.1,20176,251,5.6,4.9
2017,1,8,02:00,UTC,0,1019.8,97,0,,-0.7,-1.1,20383,252,6.2,5.7
2017,1,8,03:00,UTC,0,1019.4,97,0,,-0.7,-1.1,22975,248,6.1,5.2
2017,1,8,04:00,UTC,0,1019.4,96,0,,0,-0.6,26991,250,7.6,6.7
2017,1,8,05:00,UTC,0,1018.6,96,0,,-0.1,-0.6,23526,250,7.4,6.6
2017,1,8,06:00,UTC,0,1019,96,0,,0.2,-0.4,17347,248,8.1,7.3
2017,1,8,07:00,UTC,7,1018.7,96,0,,0.3,-0.3,22232,247,6.4,5.4
2017,1,8,08:00,UTC,7,1018.1,97,0,,-0.6,-1.1,13593,221,6,5.1
2017,1,8,09:00,UTC,7,1017.4,98,0,,0,-0.4,17355,205,7.9,7.2
2017,1,8,10:00,UTC,7,1017.1,98,0,,0.4,0,23847,192,10,8.9
2017,1,8,11:00,UTC,7,1016,97,0,,0.5,0,28507,195,12.3,10.6
2017,1,8,12:00,UTC,7,1014.7,96,0,,0.6,0,27702,190,13.1,11.3
2017,1,8,13:00,UTC,8,1014.2,95,0,,0.6,-0.1,23189,192,12.2,10.5
2017,1,8,14:00,UTC,7,1013.1,90,0,,0.8,-0.7,30848,213,14.3,12
2017,1,8,15:00,UTC,7,1013.7,91,0,,0.6,-0.7,18077,211,12.2,10.5
2017,1,8,16:00,UTC,7,1012.4,95,0,,0.4,-0.3,13403,205,11.2,9.1
2017,1,8,17:00,UTC,7,1012.2,92,0,,0.7,-0.5,21440,228,12.7,10.7
2017,1,8,18:00,UTC,5,1011.9,92,0,,0.5,-0.6,16589,228,10.8,9.6
2017,1,8,19:00,UTC,5,1011.6,90,0,,1.3,-0.1,23144,244,10.1,8.4
2017,1,8,20:00,UTC,0,1012.1,82,0,,2.5,-0.1,22093,288,12.9,11.1
2017,1,8,21:00,UTC,2,1011.9,80,0,,2.6,-0.4,22053,305,16.8,13.4
2017,1,8,22:00,UTC,0,1011.9,81,0,,2.7,-0.3,23660,289,16.2,14.3
2017,1,8,23:00,UTC,7,1012,82,0,,2.6,-0.3,25002,287,17.5,14.8
2017,1,9,00:00,UTC,3,1012.3,83,0,,2.4,-0.2,21547,293,15.4,13.6
2017,1,9,01:00,UTC,0,1012.5,83,0,,2.4,-0.3,23021,294,15.4,13.7
2017,1,9,02:00,UTC,7,1012.7,83,0,,2.3,-0.3,19154,296,14.1,12.5
2017,1,9,03:00,UTC,2,1012.5,85,0,,2,-0.4,16652,295,11.8,10.4
2017,1,9,04:00,UTC,7,1012.1,85,0,,1.9,-0.3,20010,277,10.7,8.9
2017,1,9,05:00,UTC,8,1012.1,89,0,,1.5,-0.1,16594,251,9.8,8.9
2017,1,9,06:00,UTC,8,1011.7,89,0,,1.4,-0.2,17982,241,7.9,6.6
2017,1,9,07:00,UTC,8,1010.9,91,0,,1.2,-0.1,16406,231,9.5,8.1
2017,1,9,08:00,UTC,8,1011.9,92,0,,1.4,0.3,22909,236,12.8,11.4
2017,1,9,09:00,UTC,8,1011.4,90,0,,1.6,0.1,21769,238,9.8,8.7
2017,1,9,10:00,UTC,8,1010.7,88,0,,1.9,0.1,21052,243,9.6,8.6
2017,1,9,11:00,UTC,8,1010.2,87,0,,1.9,0,23620,243,9.4,8.6
2017,1,9,12:00,UTC,7,1009.8,91,0,,1.4,0.1,18287,228,7.5,6.4
2017,1,9,13:00,UTC,7,1009.1,94,0,,1,0.2,17582,198,7.8,6.8
2017,1,9,14:00,UTC,4,1008.6,95,0,,1.1,0.4,24540,201,12.7,10.7
2017,1,9,15:00,UTC,8,1008.6,96,0,,0.9,0.3,23379,193,16,13.9
2017,1,9,16:00,UTC,8,1008.5,97,0,,0.7,0.2,14090,190,14.3,12
2017,1,9,17:00,UTC,8,1008.1,98,0,,0.7,0.4,12579,190,13,11.1
2017,1,9,18:00,UTC,8,1007.7,98,0,,0.7,0.4,10969,191,13.1,10.7
2017,1,9,19:00,UTC,8,1007.2,98,0,,0.8,0.5,7965,198,11.3,9.5
2017,1,9,20:00,UTC,8,1006.8,98,0,,0.8,0.6,4876,194,13.6,11.2
2017,1,9,21:00,UTC,8,1006.2,99,0,,0.9,0.7,4329,192,13.6,10.4
2017,1,9,22:00,UTC,8,1006,99,0,,1.1,0.9,5564,193,13.5,11.2
2017,1,9,23:00,UTC,8,1005.4,99,0,,1,0.8,10159,185,10.9,9.6
2017,1,10,00:00,UTC,8,1005,99,0,,1.4,1.2,10535,187,10.9,9.4
2017,1,10,01:00,UTC,8,1004.9,99,0,,1.6,1.4,12126,189,12.3,10.3
2017,1,10,02:00,UTC,8,1004.7,98,0,,1.5,1.2,14695,180,10.5,9
2017,1,10,03:00,UTC,7,1004.8,98,0,,1.5,1.3,11221,201,10.8,9.5
2017,1,10,04:00,UTC,8,1004.5,98,0,,1.7,1.4,10993,195,11.9,10.1
2017,1,10,05:00,UTC,8,1005,98,0,,1.8,1.4,12097,208,13.2,11.2
2017,1,10,06:00,UTC,5,1005.3,97,0,,1.8,1.3,12263,210,15.2,13
2017,1,10,07:00,UTC,8,1005.8,96,0,,1.9,1.4,15168,206,15.4,13.4
2017,1,10,08:00,UTC,8,1006,95,0,,1.9,1.1,15590,204,14.5,12.3
2017,1,10,09:00,UTC,8,1006.1,93,0,,1.8,0.7,21713,203,15.1,12.9
2017,1,10,10:00,UTC,8,1006.5,90,0,,1.6,0.2,23564,208,16.4,13.6
2017,1,10,11:00,UTC,8,1006.3,89,0,,1.7,0,29181,210,16.5,13.9
2017,1,10,12:00,UTC,8,1006.1,90,0,,1.6,0.2,27927,208,16.8,13.6
2017,1,10,13:00,UTC,8,1006.1,90,0,,1.5,0.1,23317,208,16.9,13.6
2017,1,10,14:00,UTC,8,1005.9,90,0,,1.4,0,24641,210,17.4,14.9
2017,1,10,15:00,UTC,8,1005.6,92,0,,1.2,0,22139,203,17.8,14.9
2017,1,10,16:00,UTC,8,1005.2,91,0,,1.3,-0.1,19273,201,16.5,14.3
2017,1,10,17:00,UTC,8,1005,90,0,,1.2,-0.2,20228,197,17.6,14.9
2017,1,10,18:00,UTC,8,1004.7,93,0,,1.1,0,14235,193,19.2,15.6
2017,1,10,19:00,UTC,8,1004.5,94,0,,1.3,0.5,12133,193,20.9,16.7
2017,1,10,20:00,UTC,8,1003.9,94,0,,1.2,0.3,11089,192,21,17.5
2017,1,10,21:00,UTC,8,1003.6,94,0,,1,0.1,11584,193,19.7,15.1
2017,1,10,22:00,UTC,8,1003,93,0,,1,0,13432,192,21.1,17
2017,1,10,23:00,UTC,8,1002.1,92,0,,1.1,-0.1,14128,190,21.6,17.1
2017,1,11,00:00,UTC,8,1000.9,90,0,,1.3,-0.1,12565,187,22.4,18.4
2017,1,11,01:00,UTC,8,1000.1,91,0,,1.2,-0.2,11268,188,22.5,17.9
2017,1,11,02:00,UTC,7,999.3,89,0,,1.2,-0.3,14067,185,20.8,17.6
2017,1,11,03:00,UTC,8,998.5,89,0,,1.4,-0.2,14117,188,21.7,18.1
2017,1,11,04:00,UTC,8,997.5,90,0,,1.3,-0.2,12512,187,23.1,18.6
2017,1,11,05:00,UTC,8,996.2,91,0,,1.1,-0.2,13208,179,22,16.8
2017,1,11,06:00,UTC,7,995.2,90,0,,1.5,0.1,12922,181,20.3,17.2
2017,1,11,07:00,UTC,8,995.1,89,0,,1.5,-0.1,12725,189,24,20.3
2017,1,11,08:00,UTC,8,994.2,90,0,,1.5,0,14836,182,22.5,17.3
2017,1,11,09:00,UTC,8,993.5,90,0,,1.5,0.1,13020,180,19.8,16
2017,1,11,10:00,UTC,8,992.5,89,0,,1.6,-0.1,15261,182,24.9,19.8
2017,1,11,11:00,UTC,8,991.6,88,0,,1.5,-0.2,12732,182,23.9,18.4
2017,1,11,12:00,UTC,8,990.9,90,0,,1.2,-0.2,8771,177,23.3,17.7
2017,1,11,13:00,UTC,8,989.8,90,0,,0.8,-0.6,6965,166,23.4,20.4
2017,1,11,14:00,UTC,8,989,87,0,,0.8,-1.1,9381,166,24.1,19.9
2017,1,11,15:00,UTC,8,988.2,87,0,,0.6,-1.2,9653,164,23.2,19.5
2017,1,11,16:00,UTC,8,987,84,0,,0.9,-1.5,11249,168,26.7,21.6
2017,1,11,17:00,UTC,7,986.1,82,0,,0.8,-1.9,11591,165,27.6,22.3
2017,1,11,18:00,UTC,7,985,80,0,,0.9,-2.1,12191,161,23.8,20.2
2017,1,11,19:00,UTC,7,984.2,80,0,,0.8,-2.2,11829,158,24.5,19.9
2017,1,11,20:00,UTC,7,983.7,80,0,,0.1,-3,10349,147,23.5,18.8
2017,1,11,21:00,UTC,7,983.4,79,0,,-0.6,-3.7,11006,146,20.1,17
2017,1,11,22:00,UTC,8,982.7,86,0,,-1.1,-3.2,2158,145,20,16.9
2017,1,11,23:00,UTC,7,981.7,81,0,,-1,-3.9,10425,140,21.2,17.7
2017,1,12,00:00,UTC,7,980.6,78,0,,-0.9,-4.2,12951,137,19.9,16.5
2017,1,12,01:00,UTC,7,979.6,79,0,,-0.8,-3.9,9413,142,22.2,18.5
2017,1,12,02:00,UTC,7,978.8,80,0,,-0.8,-3.7,13130,143,23.1,19.9
2017,1,12,03:00,UTC,7,978,81,0,,-0.6,-3.4,14130,144,23.5,19.4
2017,1,12,04:00,UTC,7,977,84,0,,-0.7,-3.1,14452,140,23.6,19.2
2017,1,12,05:00,UTC,7,976.3,81,0,,-0.6,-3.4,14848,136,21.3,17.8
2017,1,12,06:00,UTC,7,975.9,81,0,,-0.5,-3.3,13900,133,22.1,18.2
2017,1,12,07:00,UTC,7,975.3,82,0,,-0.5,-3.3,7826,134,22.6,19.2
2017,1,12,08:00,UTC,7,975.3,80,0,,-0.2,-3.1,10652,136,22.9,19.7
2017,1,12,09:00,UTC,8,975.2,87,0,,-0.6,-2.5,4014,139,22.2,18.7
2017,1,12,10:00,UTC,8,975.2,92,0,,-1,-2.1,1413,140,21.5,18.3
2017,1,12,11:00,UTC,8,975.6,97,0.4,,-1.1,-1.6,272,141,21.2,17.9
2017,1,12,12:00,UTC,8,976.2,98,0,,-0.9,-1.2,449,148,18,15.6
2017,1,12,13:00,UTC,8,976.5,99,0.4,,-0.3,-0.5,689,156,23.8,19.5
2017,1,12,14:00,UTC,8,977.7,99,0,,-0.5,-0.6,6018,151,21.2,18.6
2017,1,12,15:00,UTC,8,978.4,98,0,,-0.7,-0.9,2082,148,19,16.1
2017,1,12,16:00,UTC,8,978.9,98,0,,-0.5,-0.8,8446,149,17.9,14.5
2017,1,12,17:00,UTC,8,979.3,97,0,,-0.4,-0.8,9328,148,16.9,14.4
2017,1,12,18:00,UTC,7,979.1,97,0,,-0.5,-0.9,6930,142,16.9,14
2017,1,12,19:00,UTC,8,979.4,97,0,,-0.6,-1.1,7940,139,13.8,12.1
